,date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock,year,month,day
3482,2012-01-10,7641.0,7652.0,365375.0,2012,1,10
3483,2012-01-09,7503.0,7508.0,366900.0,2012,1,9
3484,2012-01-06,7515.0,7540.0,368125.0,2012,1,6
3485,2012-01-05,7471.0,7485.5,368400.0,2012,1,5
3486,2012-01-04,7652.0,7665.5,369150.0,2012,1,4
3487,2012-01-03,7661.0,7680.0,371575.0,2012,1,3
3488,2011-12-30,7554.0,7570.0,370900.0,2011,12,30
3489,2011-12-29,7372.0,7386.0,370400.0,2011,12,29
3490,2011-12-28,7502.0,7532.0,371625.0,2011,12,28
3491,2011-12-23,7590.0,7615.0,372300.0,2011,12,23
3492,2011-12-22,7492.5,7520.0,371950.0,2011,12,22
3493,2011-12-21,7415.5,7427.0,371300.0,2011,12,21
3494,2011-12-20,7275.0,7302.5,370850.0,2011,12,20
3495,2011-12-19,7286.5,7302.0,373950.0,2011,12,19
3496,2011-12-16,7340.0,7360.0,381250.0,2011,12,16
3497,2011-12-15,7264.0,7290.0,382075.0,2011,12,15
3498,2011-12-14,7350.0,7372.0,382150.0,2011,12,14
3499,2011-12-13,7586.0,7619.0,383025.0,2011,12,13
3500,2011-12-12,7611.5,7644.5,385575.0,2011,12,12
3501,2011-12-09,7800.5,7826.0,386075.0,2011,12,9
3502,2011-12-08,7800.5,7825.0,387400.0,2011,12,8
3503,2011-12-07,7809.0,7835.5,389450.0,2011,12,7
3504,2011-12-06,7766.0,7795.0,390100.0,2011,12,6
3505,2011-12-05,7845.0,7875.0,389500.0,2011,12,5
3506,2011-12-02,7890.0,7920.0,388150.0,2011,12,2
3507,2011-12-01,7801.0,7826.0,386700.0,2011,12,1
3509,2011-11-30,7405.5,7430.0,386625.0,2011,11,30
3510,2011-11-29,7448.0,7471.0,390525.0,2011,11,29
3511,2011-11-28,7381.0,7401.0,392775.0,2011,11,28
3512,2011-11-25,7196.5,7230.0,394725.0,2011,11,25
3513,2011-11-24,7271.5,7296.0,395975.0,2011,11,24
3514,2011-11-23,7176.0,7195.0,397525.0,2011,11,23
3515,2011-11-22,7398.0,7422.0,397075.0,2011,11,22
3516,2011-11-21,7301.0,7335.5,395975.0,2011,11,21
3517,2011-11-18,7582.5,7610.0,398250.0,2011,11,18
3518,2011-11-17,7501.5,7525.5,399625.0,2011,11,17
3519,2011-11-16,7592.0,7620.0,400925.0,2011,11,16
3520,2011-11-15,7632.0,7685.0,403300.0,2011,11,15
3521,2011-11-14,7731.5,7741.5,405400.0,2011,11,14
3522,2011-11-11,7451.0,7480.0,407700.0,2011,11,11
3523,2011-11-10,7456.0,7471.0,410025.0,2011,11,10
3524,2011-11-09,7672.0,7695.0,412150.0,2011,11,9
3525,2011-11-08,7820.5,7836.0,412325.0,2011,11,8
3526,2011-11-07,7775.5,7805.0,415325.0,2011,11,7
3527,2011-11-04,7930.0,7945.0,417850.0,2011,11,4
3528,2011-11-03,7845.0,7865.0,422125.0,2011,11,3
3529,2011-11-02,7912.0,7926.0,423275.0,2011,11,2
3530,2011-11-01,7660.0,7651.0,424750.0,2011,11,1
3532,2011-10-31,7900.5,7922.0,429375.0,2011,10,31
3533,2011-10-28,7981.5,8000.5,432375.0,2011,10,28
3534,2011-10-27,8040.0,8040.0,434675.0,2011,10,27
3535,2011-10-26,7720.5,7735.0,437425.0,2011,10,26
3536,2011-10-25,7590.5,7602.0,439150.0,2011,10,25
3537,2011-10-24,7380.5,7381.0,444275.0,2011,10,24
3538,2011-10-21,7062.0,7085.0,447800.0,2011,10,21
3539,2011-10-20,6916.5,6930.0,450850.0,2011,10,20
3540,2011-10-19,7305.5,7328.0,452175.0,2011,10,19
3541,2011-10-18,7271.0,7294.5,451925.0,2011,10,18
3542,2011-10-17,7566.0,7570.0,451650.0,2011,10,17
3543,2011-10-14,7500.5,7520.0,450200.0,2011,10,14
3544,2011-10-13,7328.0,7348.0,453100.0,2011,10,13
3545,2011-10-12,7419.0,7438.0,457000.0,2011,10,12
3546,2011-10-11,7215.5,7240.5,458525.0,2011,10,11
3547,2011-10-10,7314.0,7346.5,462525.0,2011,10,10
3548,2011-10-07,7250.0,7278.0,467100.0,2011,10,7
3549,2011-10-06,7095.5,7121.0,471725.0,2011,10,6
3550,2011-10-05,6860.5,6881.0,474925.0,2011,10,5
3551,2011-10-04,6785.0,6812.0,475025.0,2011,10,4
3552,2011-10-03,6795.0,6820.0,474950.0,2011,10,3
3554,2011-09-30,7131.5,7160.0,473700.0,2011,9,30
3555,2011-09-29,6975.5,6996.0,470700.0,2011,9,29
3556,2011-09-28,7416.0,7450.0,466675.0,2011,9,28
3557,2011-09-27,7528.0,7540.0,467400.0,2011,9,27
3558,2011-09-26,7226.0,7240.5,463575.0,2011,9,26
3559,2011-09-23,7290.0,7261.0,464550.0,2011,9,23
3560,2011-09-22,7790.5,7806.0,466075.0,2011,9,22
3561,2011-09-21,8221.0,8254.5,466950.0,2011,9,21
3562,2011-09-20,8397.5,8421.0,466925.0,2011,9,20
3563,2011-09-19,8415.0,8436.0,469125.0,2011,9,19
3564,2011-09-16,8781.5,8812.0,466025.0,2011,9,16
3565,2011-09-15,8709.5,8725.5,466150.0,2011,9,15
3566,2011-09-14,8719.5,8731.0,466775.0,2011,9,14
3567,2011-09-13,8757.5,8795.0,466000.0,2011,9,13
3568,2011-09-12,8645.5,8670.0,465125.0,2011,9,12
3569,2011-09-09,8904.5,8922.0,465225.0,2011,9,9
3570,2011-09-08,9041.0,9061.5,465275.0,2011,9,8
3571,2011-09-07,8970.5,8991.0,465250.0,2011,9,7
3572,2011-09-06,8919.5,8945.0,465375.0,2011,9,6
3573,2011-09-05,8935.0,8962.0,465600.0,2011,9,5
3574,2011-09-02,9050.5,9073.0,466075.0,2011,9,2
3575,2011-09-01,9101.0,9131.0,464625.0,2011,9,1
3577,2011-08-31,9197.0,9219.0,463825.0,2011,8,31
3578,2011-08-30,9128.0,9138.0,464375.0,2011,8,30
3579,2011-08-26,9090.5,9119.0,464925.0,2011,8,26
3580,2011-08-25,8907.5,8925.0,463300.0,2011,8,25
3581,2011-08-24,8832.0,8855.0,463775.0,2011,8,24
3582,2011-08-23,8858.5,8876.0,465025.0,2011,8,23
3583,2011-08-22,8811.5,8831.0,466300.0,2011,8,22
3584,2011-08-19,8781.5,8806.0,463475.0,2011,8,19
3585,2011-08-18,8803.0,8830.0,462975.0,2011,8,18
3586,2011-08-17,8870.0,8896.0,464625.0,2011,8,17
3587,2011-08-16,8760.0,8780.0,465275.0,2011,8,16
3588,2011-08-15,8824.0,8844.0,460600.0,2011,8,15
3589,2011-08-12,8851.0,8875.5,461775.0,2011,8,12
3590,2011-08-11,8802.0,8820.0,463150.0,2011,8,11
3591,2011-08-10,8853.5,8865.0,464025.0,2011,8,10
3592,2011-08-09,8851.0,8869.0,464700.0,2011,8,9
3593,2011-08-08,9039.0,9070.0,465300.0,2011,8,8
3594,2011-08-05,9190.0,9202.0,465125.0,2011,8,5
3595,2011-08-04,9452.0,9475.5,465325.0,2011,8,4
3596,2011-08-03,9549.5,9575.0,465850.0,2011,8,3
3597,2011-08-02,9630.0,9645.0,465625.0,2011,8,2
3598,2011-08-01,9827.0,9847.0,466025.0,2011,8,1
3600,2011-07-29,9731.0,9750.0,466550.0,2011,7,29
3601,2011-07-28,9744.0,9770.0,468350.0,2011,7,28
3602,2011-07-27,9736.0,9761.0,469800.0,2011,7,27
3603,2011-07-26,9778.0,9805.0,469100.0,2011,7,26
3604,2011-07-25,9620.0,9644.0,471200.0,2011,7,25
3605,2011-07-22,9698.0,9719.0,472325.0,2011,7,22
3606,2011-07-21,9607.0,9631.0,474050.0,2011,7,21
3607,2011-07-20,9765.5,9789.0,467700.0,2011,7,20
3608,2011-07-19,9755.0,9779.5,467400.0,2011,7,19
3609,2011-07-18,9690.0,9694.5,462950.0,2011,7,18
3610,2011-07-15,9606.0,9628.0,462025.0,2011,7,15
3611,2011-07-14,9655.0,9670.5,462025.0,2011,7,14
3612,2011-07-13,9658.5,9685.5,461975.0,2011,7,13
3613,2011-07-12,9500.5,9520.0,461625.0,2011,7,12
3614,2011-07-11,9556.0,9580.0,461625.0,2011,7,11
3615,2011-07-08,9713.0,9738.0,461850.0,2011,7,8
3616,2011-07-07,9537.0,9555.0,461950.0,2011,7,7
3617,2011-07-06,9432.0,9460.0,461275.0,2011,7,6
3618,2011-07-05,9405.5,9415.0,462500.0,2011,7,5
3619,2011-07-04,9411.0,9435.0,462725.0,2011,7,4
3620,2011-07-01,9405.0,9415.5,463450.0,2011,7,1
3622,2011-06-30,9301.0,9315.0,465250.0,2011,6,30
3623,2011-06-29,9176.0,9195.0,467025.0,2011,6,29
3624,2011-06-28,8995.5,9020.0,468375.0,2011,6,28
3625,2011-06-27,9000.5,9001.0,470525.0,2011,6,27
3626,2011-06-24,9045.0,9055.0,473700.0,2011,6,24
3627,2011-06-23,8978.5,8979.0,474025.0,2011,6,23
3628,2011-06-22,9007.0,9010.0,474525.0,2011,6,22
3629,2011-06-21,9060.0,9070.0,472825.0,2011,6,21
3630,2011-06-20,8935.0,8951.5,471850.0,2011,6,20
3631,2011-06-17,9101.5,9115.0,470825.0,2011,6,17
3632,2011-06-16,9011.5,9020.0,472150.0,2011,6,16
3633,2011-06-15,9147.0,9156.0,472625.0,2011,6,15
3634,2011-06-14,9010.0,9015.5,473675.0,2011,6,14
3635,2011-06-13,8895.0,8896.5,475750.0,2011,6,13
3636,2011-06-10,9000.5,9015.5,477925.0,2011,6,10
3637,2011-06-09,8950.5,8964.0,477850.0,2011,6,9
3638,2011-06-08,8970.5,8981.0,477150.0,2011,6,8
3639,2011-06-07,9092.0,9112.0,476750.0,2011,6,7
3640,2011-06-06,9098.0,9116.0,475700.0,2011,6,6
3641,2011-06-03,9016.0,9035.0,473475.0,2011,6,3
3642,2011-06-02,9037.5,9050.5,473500.0,2011,6,2
3643,2011-06-01,9171.0,9180.5,470850.0,2011,6,1
3645,2011-05-31,9224.5,9237.5,467775.0,2011,5,31
3646,2011-05-27,9151.0,9151.0,469475.0,2011,5,27
3647,2011-05-26,8990.5,9010.0,468225.0,2011,5,26
3648,2011-05-25,9019.0,9020.5,469375.0,2011,5,25
3649,2011-05-24,8881.5,8895.0,469250.0,2011,5,24
3650,2011-05-23,8831.0,8861.0,468175.0,2011,5,23
3651,2011-05-20,8982.5,9005.0,466250.0,2011,5,20
3652,2011-05-19,9006.5,9035.0,467025.0,2011,5,19
3653,2011-05-18,8896.5,8931.0,467800.0,2011,5,18
3654,2011-05-17,8863.0,8881.0,467575.0,2011,5,17
3655,2011-05-16,8710.0,8744.0,467075.0,2011,5,16
3656,2011-05-13,8857.0,8880.0,468525.0,2011,5,13
3657,2011-05-12,8536.5,8548.0,467725.0,2011,5,12
3658,2011-05-11,8750.5,8775.0,468350.0,2011,5,11
3659,2011-05-10,8935.5,8965.0,468325.0,2011,5,10
3660,2011-05-09,8908.0,8930.5,468600.0,2011,5,9
3661,2011-05-06,8790.0,8774.5,467175.0,2011,5,6
3662,2011-05-05,8791.0,8820.5,467450.0,2011,5,5
3663,2011-05-04,9171.5,9200.0,463925.0,2011,5,4
3664,2011-05-03,9245.0,9256.0,463800.0,2011,5,3
3666,2011-04-28,9370.5,9390.5,463650.0,2011,4,28
3667,2011-04-27,9348.5,9380.0,463500.0,2011,4,27
3668,2011-04-26,9455.5,9493.0,460100.0,2011,4,26
3669,2011-04-21,9611.0,9645.5,456275.0,2011,4,21
3670,2011-04-20,9450.5,9475.0,453700.0,2011,4,20
3671,2011-04-19,9279.0,9310.0,451950.0,2011,4,19
3672,2011-04-18,9356.5,9375.5,451775.0,2011,4,18
3673,2011-04-15,9420.0,9432.0,450425.0,2011,4,15
3674,2011-04-14,9326.5,9352.0,450800.0,2011,4,14
3675,2011-04-13,9625.5,9647.0,449925.0,2011,4,13
3676,2011-04-12,9670.5,9690.5,446700.0,2011,4,12
3677,2011-04-11,9781.5,9814.0,445700.0,2011,4,11
3678,2011-04-08,9823.0,9851.0,444175.0,2011,4,8
3679,2011-04-07,9697.0,9717.5,442375.0,2011,4,7
3680,2011-04-06,9475.5,9505.0,440875.0,2011,4,6
3681,2011-04-05,9251.5,9272.0,442325.0,2011,4,5
3682,2011-04-04,9420.0,9440.0,437900.0,2011,4,4
3683,2011-04-01,9336.0,9352.0,438850.0,2011,4,1
3685,2011-03-31,9399.5,9408.5,439850.0,2011,3,31
3686,2011-03-30,9519.5,9535.0,439725.0,2011,3,30
3687,2011-03-29,9450.0,9455.5,439500.0,2011,3,29
3688,2011-03-28,9545.0,9575.0,439900.0,2011,3,28
3689,2011-03-25,9715.0,9730.5,439275.0,2011,3,25
3690,2011-03-24,9695.5,9711.0,434625.0,2011,3,24
3691,2011-03-23,9704.0,9705.0,434150.0,2011,3,23
3692,2011-03-22,9450.0,9459.5,434350.0,2011,3,22
3693,2011-03-21,9519.0,9525.0,430500.0,2011,3,21
3694,2011-03-18,9525.0,9525.0,429650.0,2011,3,18
3695,2011-03-17,9440.0,9455.0,428800.0,2011,3,17
3696,2011-03-16,9354.5,9355.0,426975.0,2011,3,16
3697,2011-03-15,8980.0,8991.0,425950.0,2011,3,15
3698,2011-03-14,9205.5,9235.0,426000.0,2011,3,14
3699,2011-03-11,9048.0,9073.0,425875.0,2011,3,11
3700,2011-03-10,9195.5,9210.0,425475.0,2011,3,10
3701,2011-03-09,9610.0,9629.0,425725.0,2011,3,9
3702,2011-03-08,9420.0,9431.0,426500.0,2011,3,8
3703,2011-03-07,9840.5,9854.0,427150.0,2011,3,7
3704,2011-03-04,9970.5,9980.0,425300.0,2011,3,4
3705,2011-03-03,9889.5,9910.0,424050.0,2011,3,3
3706,2011-03-02,9820.5,9830.0,423550.0,2011,3,2
3707,2011-03-01,9908.0,9920.0,420275.0,2011,3,1
3709,2011-02-28,9857.5,9845.0,421000.0,2011,2,28
3710,2011-02-25,9700.0,9675.0,416825.0,2011,2,25
3711,2011-02-24,9440.0,9440.0,412675.0,2011,2,24
3712,2011-02-23,9491.0,9512.0,411700.0,2011,2,23
3713,2011-02-22,9655.0,9650.5,411750.0,2011,2,22
3714,2011-02-21,9829.5,9815.0,411475.0,2011,2,21
3715,2011-02-18,9806.0,9800.0,407925.0,2011,2,18
3716,2011-02-17,9800.0,9790.0,407200.0,2011,2,17
3717,2011-02-16,9925.0,9905.0,405800.0,2011,2,16
3718,2011-02-15,10106.5,10110.0,402425.0,2011,2,15
3719,2011-02-14,10148.0,10124.0,401775.0,2011,2,14
3720,2011-02-11,9920.5,9905.5,396725.0,2011,2,11
3721,2011-02-10,9875.5,9865.0,396950.0,2011,2,10
3722,2011-02-09,10000.0,9973.0,396400.0,2011,2,9
3723,2011-02-08,9930.5,9925.0,392025.0,2011,2,8
3724,2011-02-07,10145.0,10120.0,393525.0,2011,2,7
3725,2011-02-04,9986.0,9978.0,394150.0,2011,2,4
3726,2011-02-03,9950.5,9941.0,394475.0,2011,2,3
3727,2011-02-02,9945.0,9920.0,393775.0,2011,2,2
3728,2011-02-01,9840.5,9810.0,393925.0,2011,2,1
3730,2011-01-31,9720.0,9680.0,394025.0,2011,1,31
3731,2011-01-28,9590.0,9585.0,398075.0,2011,1,28
3732,2011-01-27,9490.0,9471.0,397275.0,2011,1,27
3733,2011-01-26,9376.0,9370.0,394700.0,2011,1,26
3734,2011-01-25,9330.0,9316.5,389075.0,2011,1,25
3735,2011-01-24,9509.0,9480.0,381500.0,2011,1,24
3736,2011-01-21,9485.0,9455.0,381300.0,2011,1,21
3737,2011-01-20,9485.0,9465.0,380525.0,2011,1,20
3738,2011-01-19,9788.0,9756.0,381750.0,2011,1,19
3739,2011-01-18,9740.0,9715.0,377925.0,2011,1,18
3740,2011-01-17,9690.0,9651.5,379000.0,2011,1,17
3741,2011-01-14,9591.0,9572.0,376225.0,2011,1,14
3742,2011-01-13,9622.0,9620.0,377350.0,2011,1,13
3743,2011-01-12,9625.0,9618.0,378175.0,2011,1,12
3744,2011-01-11,9484.0,9472.0,379650.0,2011,1,11
3745,2011-01-10,9384.0,9360.5,378300.0,2011,1,10
3746,2011-01-07,9399.0,9390.0,379525.0,2011,1,7
3747,2011-01-06,9591.0,9572.0,379400.0,2011,1,6
3748,2011-01-05,9461.0,9434.5,379250.0,2011,1,5
3749,2011-01-04,9754.0,9715.5,377675.0,2011,1,4
3750,2010-12-31,9739.5,9665.0,377550.0,2010,12,31
3751,2010-12-30,9580.0,9514.5,376000.0,2010,12,30
3752,2010-12-29,9465.0,9430.0,370950.0,2010,12,29
3753,2010-12-24,9391.0,9332.0,370725.0,2010,12,24
3754,2010-12-23,9270.0,9241.0,367725.0,2010,12,23
3755,2010-12-22,9414.5,9359.0,363950.0,2010,12,22
3756,2010-12-21,9410.0,9353.5,362725.0,2010,12,21
3757,2010-12-20,9250.0,9206.0,362575.0,2010,12,20
3758,2010-12-17,9101.5,9072.5,361400.0,2010,12,17
3759,2010-12-16,9050.0,9020.0,360800.0,2010,12,16
3760,2010-12-15,9101.0,9060.0,357950.0,2010,12,15
3761,2010-12-14,9260.0,9208.5,350900.0,2010,12,14
3762,2010-12-13,9211.0,9141.0,350450.0,2010,12,13
3763,2010-12-10,9116.0,9069.0,348625.0,2010,12,10
3764,2010-12-09,9041.5,9011.0,349450.0,2010,12,9
3765,2010-12-08,8882.0,8849.0,350250.0,2010,12,8
3766,2010-12-07,9024.0,8986.0,351375.0,2010,12,7
3767,2010-12-06,8780.0,8729.5,352375.0,2010,12,6
3768,2010-12-03,8754.0,8707.0,353625.0,2010,12,3
3769,2010-12-02,8711.5,8670.5,352425.0,2010,12,2
3770,2010-12-01,8540.0,8499.0,354850.0,2010,12,1
3772,2010-11-30,8375.0,8286.0,355750.0,2010,11,30
3773,2010-11-29,8319.5,8260.0,356550.0,2010,11,29
3774,2010-11-26,8288.0,8235.0,357000.0,2010,11,26
3775,2010-11-25,8290.0,8251.0,356550.0,2010,11,25
3776,2010-11-24,8254.5,8245.0,357125.0,2010,11,24
3777,2010-11-23,8149.0,8120.0,358050.0,2010,11,23
3778,2010-11-22,8405.5,8376.0,359000.0,2010,11,22
3779,2010-11-19,8409.0,8391.5,359825.0,2010,11,19
3780,2010-11-18,8386.0,8360.0,360600.0,2010,11,18
3781,2010-11-17,8145.0,8110.0,361125.0,2010,11,17
3782,2010-11-16,8483.5,8470.0,361975.0,2010,11,16
3783,2010-11-15,8590.0,8565.0,362700.0,2010,11,15
3784,2010-11-12,8715.0,8681.5,362775.0,2010,11,12
3785,2010-11-11,8925.0,8925.0,362950.0,2010,11,11
3786,2010-11-10,8729.0,8720.0,363950.0,2010,11,10
3787,2010-11-09,8844.5,8835.0,364875.0,2010,11,9
3788,2010-11-08,8672.0,8680.0,365200.0,2010,11,8
3789,2010-11-05,8700.0,8710.5,366350.0,2010,11,5
3790,2010-11-04,8521.5,8539.0,367325.0,2010,11,4
3791,2010-11-03,8400.5,8405.0,366075.0,2010,11,3
3792,2010-11-02,8396.0,8419.0,366950.0,2010,11,2
3793,2010-11-01,8339.0,8335.0,367575.0,2010,11,1
3795,2010-10-29,8225.0,8220.0,368500.0,2010,10,29
3796,2010-10-28,8332.0,8340.0,368025.0,2010,10,28
3797,2010-10-27,8332.0,8345.0,368600.0,2010,10,27
3798,2010-10-26,8466.0,8474.5,367475.0,2010,10,26
3799,2010-10-25,8501.0,8502.0,368375.0,2010,10,25
3800,2010-10-22,8309.5,8325.0,368825.0,2010,10,22
3801,2010-10-21,8406.0,8424.0,370000.0,2010,10,21
3802,2010-10-20,8250.0,8272.0,370750.0,2010,10,20
3803,2010-10-19,8295.0,8315.0,369950.0,2010,10,19
3804,2010-10-18,8340.5,8344.5,370450.0,2010,10,18
3805,2010-10-15,8362.5,8371.0,371025.0,2010,10,15
3806,2010-10-14,8412.0,8415.5,371500.0,2010,10,14
3807,2010-10-13,8400.0,8410.5,371275.0,2010,10,13
3808,2010-10-12,8266.0,8271.0,371750.0,2010,10,12
3809,2010-10-11,8335.5,8326.0,372475.0,2010,10,11
3810,2010-10-08,8104.5,8115.0,372000.0,2010,10,8
3811,2010-10-07,8262.0,8286.0,373450.0,2010,10,7
3812,2010-10-06,8215.5,8239.0,374125.0,2010,10,6
3813,2010-10-05,8125.0,8140.0,374100.0,2010,10,5
3814,2010-10-04,8085.5,8120.0,374450.0,2010,10,4
3815,2010-10-01,8115.0,8132.0,373800.0,2010,10,1
3817,2010-09-30,8053.5,8055.0,374150.0,2010,9,30
3818,2010-09-29,8016.5,8030.0,375100.0,2010,9,29
3819,2010-09-28,7866.0,7861.0,375275.0,2010,9,28
3820,2010-09-27,7922.0,7940.0,378125.0,2010,9,27
3821,2010-09-24,7911.0,7905.5,380225.0,2010,9,24
3822,2010-09-23,7876.5,7885.0,380125.0,2010,9,23
3823,2010-09-22,7705.5,7710.0,382100.0,2010,9,22
3824,2010-09-21,7695.0,7696.0,380025.0,2010,9,21
3825,2010-09-20,7735.5,7752.0,382500.0,2010,9,20
3826,2010-09-17,7756.0,7770.0,384200.0,2010,9,17
3827,2010-09-16,7670.0,7685.0,387150.0,2010,9,16
3828,2010-09-15,7595.0,7610.5,389500.0,2010,9,15
3829,2010-09-14,7517.0,7541.0,390525.0,2010,9,14
3830,2010-09-13,7630.0,7631.0,390450.0,2010,9,13
3831,2010-09-10,7525.0,7545.0,391400.0,2010,9,10
3832,2010-09-09,7532.0,7561.0,393375.0,2010,9,9
3833,2010-09-08,7620.0,7635.0,394500.0,2010,9,8
3834,2010-09-07,7520.0,7524.0,395475.0,2010,9,7
3835,2010-09-06,7660.5,7675.0,396875.0,2010,9,6
3836,2010-09-03,7631.5,7646.0,397675.0,2010,9,3
3837,2010-09-02,7625.5,7640.5,399475.0,2010,9,2
3838,2010-09-01,7540.5,7545.0,398775.0,2010,9,1
3840,2010-08-31,7355.5,7360.5,398525.0,2010,8,31
3841,2010-08-27,7287.0,7301.0,400100.0,2010,8,27
3842,2010-08-26,7195.5,7225.0,401250.0,2010,8,26
3843,2010-08-25,7067.0,7095.0,402425.0,2010,8,25
3844,2010-08-24,7171.0,7197.0,403825.0,2010,8,24
3845,2010-08-23,7250.0,7250.0,402200.0,2010,8,23
3846,2010-08-20,7205.5,7219.5,401725.0,2010,8,20
3847,2010-08-19,7442.0,7461.5,403525.0,2010,8,19
3848,2010-08-18,7353.5,7375.0,403300.0,2010,8,18
3849,2010-08-17,7315.5,7350.0,405025.0,2010,8,17
3850,2010-08-16,7205.0,7220.0,406700.0,2010,8,16
3851,2010-08-13,7200.0,7220.0,408550.0,2010,8,13
3852,2010-08-12,7180.0,7199.0,409075.0,2010,8,12
3853,2010-08-11,7204.0,7227.0,406325.0,2010,8,11
3854,2010-08-10,7225.0,7252.0,408375.0,2010,8,10
3855,2010-08-09,7425.0,7460.0,410475.0,2010,8,9
3856,2010-08-06,7420.0,7440.0,412625.0,2010,8,6
3857,2010-08-05,7395.0,7421.0,413075.0,2010,8,5
3858,2010-08-04,7370.5,7402.0,413950.0,2010,8,4
3859,2010-08-03,7360.0,7380.0,414075.0,2010,8,3
3860,2010-08-02,7336.0,7367.0,413075.0,2010,8,2
3862,2010-07-30,7195.0,7217.5,413500.0,2010,7,30
3863,2010-07-29,7206.0,7234.0,411525.0,2010,7,29
3864,2010-07-28,7120.0,7145.5,411425.0,2010,7,28
3865,2010-07-27,7091.5,7121.0,413800.0,2010,7,27
3866,2010-07-26,6995.5,7027.0,416275.0,2010,7,26
3867,2010-07-23,6995.0,7021.0,419650.0,2010,7,23
3868,2010-07-22,6920.5,6942.0,416525.0,2010,7,22
3869,2010-07-21,6771.0,6791.0,417625.0,2010,7,21
3870,2010-07-20,6526.0,6548.0,419600.0,2010,7,20
3871,2010-07-19,6514.0,6512.0,422850.0,2010,7,19
3872,2010-07-16,6650.0,6669.0,426425.0,2010,7,16
3873,2010-07-15,6656.0,6679.0,427725.0,2010,7,15
3874,2010-07-14,6694.5,6712.5,428500.0,2010,7,14
3875,2010-07-13,6596.0,6610.0,432550.0,2010,7,13
3876,2010-07-12,6630.5,6656.0,435250.0,2010,7,12
3877,2010-07-09,6680.5,6710.0,436900.0,2010,7,9
3878,2010-07-08,6641.0,6671.0,439000.0,2010,7,8
3879,2010-07-07,6545.0,6575.0,439350.0,2010,7,7
3880,2010-07-06,6523.0,6556.0,441700.0,2010,7,6
3881,2010-07-05,6440.0,6466.0,444500.0,2010,7,5
3882,2010-07-02,6430.5,6480.0,447300.0,2010,7,2
3883,2010-07-01,6354.0,6389.0,449425.0,2010,7,1
3885,2010-06-30,6515.0,6541.5,451100.0,2010,6,30
3886,2010-06-29,6585.0,6613.5,451950.0,2010,6,29
3887,2010-06-28,6800.0,6826.0,453175.0,2010,6,28
3888,2010-06-25,6604.5,6636.0,454250.0,2010,6,25
3889,2010-06-24,6525.5,6570.0,454700.0,2010,6,24
3890,2010-06-23,6576.0,6610.0,456425.0,2010,6,23
3891,2010-06-22,6460.0,6490.0,456850.0,2010,6,22
3892,2010-06-21,6607.0,6645.0,456950.0,2010,6,21
3893,2010-06-18,6315.5,6340.0,457425.0,2010,6,18
3894,2010-06-17,6480.5,6510.0,460175.0,2010,6,17
3895,2010-06-16,6592.5,6622.0,459150.0,2010,6,16
3896,2010-06-15,6625.0,6655.0,461525.0,2010,6,15
3897,2010-06-14,6610.0,6635.0,463175.0,2010,6,14
3898,2010-06-11,6462.0,6494.0,465000.0,2010,6,11
3899,2010-06-10,6292.0,6325.0,466400.0,2010,6,10
3900,2010-06-09,6295.5,6315.5,468175.0,2010,6,9
3901,2010-06-08,6091.0,6125.0,469850.0,2010,6,8
3902,2010-06-07,6157.0,6181.5,470750.0,2010,6,7
3903,2010-06-04,6450.0,6481.0,473000.0,2010,6,4
3904,2010-06-03,6620.5,6670.0,474300.0,2010,6,3
3905,2010-06-02,6605.0,6637.0,475225.0,2010,6,2
3906,2010-06-01,6715.0,6737.0,475575.0,2010,6,1
3908,2010-05-28,6926.0,6965.0,476725.0,2010,5,28
3909,2010-05-27,6875.5,6910.0,477775.0,2010,5,27
3910,2010-05-26,6836.0,6861.0,479050.0,2010,5,26
3911,2010-05-25,6685.0,6731.0,479325.0,2010,5,25
3912,2010-05-24,6770.5,6805.0,479575.0,2010,5,24
3913,2010-05-21,6639.0,6665.0,479825.0,2010,5,21
3914,2010-05-20,6500.0,6530.0,481300.0,2010,5,20
3915,2010-05-19,6465.5,6502.0,482225.0,2010,5,19
3916,2010-05-18,6605.5,6636.5,483150.0,2010,5,18
3917,2010-05-17,6721.0,6752.0,484175.0,2010,5,17
3918,2010-05-14,6955.5,6987.0,484075.0,2010,5,14
3919,2010-05-13,7010.5,7051.0,485150.0,2010,5,13
3920,2010-05-12,7082.0,7125.0,486375.0,2010,5,12
3921,2010-05-11,6885.0,6915.0,487450.0,2010,5,11
3922,2010-05-10,7165.5,7205.0,489300.0,2010,5,10
3923,2010-05-07,6872.0,6920.0,490875.0,2010,5,7
3924,2010-05-06,6945.0,6999.0,492700.0,2010,5,6
3925,2010-05-05,6801.0,6848.0,493275.0,2010,5,5
3926,2010-05-04,7175.5,7200.0,496975.0,2010,5,4
3928,2010-04-30,7365.0,7395.5,499300.0,2010,4,30
3929,2010-04-29,7395.0,7430.0,502550.0,2010,4,29
3930,2010-04-28,7410.5,7449.0,504025.0,2010,4,28
3931,2010-04-27,7645.0,7691.0,505350.0,2010,4,27
3932,2010-04-26,7760.0,7795.0,506125.0,2010,4,26
3933,2010-04-23,7660.0,7700.0,507150.0,2010,4,23
3934,2010-04-22,7661.0,7705.0,507125.0,2010,4,22
3935,2010-04-21,7666.0,7705.0,507800.0,2010,4,21
3936,2010-04-20,7787.0,7825.0,507525.0,2010,4,20
